"partic","stage","block","trial","stim","resp","rt","fruit1","fruit2","outcome","date"
1,3,1,1,"Z","10",16.209,"apple","","","2017_Sep_27_0935"
1,3,1,2,"WC","7",3.777,"banana","kiwi","","2017_Sep_27_0935"
1,3,1,3,"XF","5",2.943,"orange","plum","","2017_Sep_27_0935"
1,3,1,4,"F","1",1.638,"plum","","","2017_Sep_27_0935"
1,3,1,5,"Y","1",0.854,"pear","","","2017_Sep_27_0935"
1,3,1,6,"B","8",2.903,"mango","","","2017_Sep_27_0935"
1,3,1,7,"W","8",2.704,"banana","","","2017_Sep_27_0935"
1,3,1,8,"C","2",1.538,"kiwi","","","2017_Sep_27_0935"
1,3,1,9,"D","10",1.236,"strawberry","","","2017_Sep_27_0935"
1,3,1,10,"A","10",0.703,"cherry","","","2017_Sep_27_0935"
1,3,1,11,"E","8",2.043,"peach","","","2017_Sep_27_0935"
1,3,1,12,"X","8",1.353,"orange","","","2017_Sep_27_0935"
1,3,2,13,"WC","2",3.137,"banana","kiwi","","2017_Sep_27_0935"
1,3,2,14,"X","9",2.337,"orange","","","2017_Sep_27_0935"
1,3,2,15,"D","10",1.538,"strawberry","","","2017_Sep_27_0935"
1,3,2,16,"F","1",1.71,"plum","","","2017_Sep_27_0935"
1,3,2,17,"W","10",1.304,"banana","","","2017_Sep_27_0935"
1,3,2,18,"Z","10",3.853,"apple","","","2017_Sep_27_0935"
1,3,2,19,"Y","0",1.343,"pear","","","2017_Sep_27_0935"
1,3,2,20,"C","0",1.338,"kiwi","","","2017_Sep_27_0935"
1,3,2,21,"XF","1",1.91,"orange","plum","","2017_Sep_27_0935"
1,3,2,22,"A","10",1.337,"cherry","","","2017_Sep_27_0935"
1,3,2,23,"B","5",2.093,"mango","","","2017_Sep_27_0935"
1,3,2,24,"E","8",1.971,"peach","","","2017_Sep_27_0935"
2,3,1,1,"B","8",11.337,"kiwi","","","2017_Sep_27_0954"
2,3,1,2,"XF","7",3.804,"mango","plum","","2017_Sep_27_0954"
2,3,1,3,"W","9",2.538,"orange","","","2017_Sep_27_0954"
2,3,1,4,"E","9",2.203,"pear","","","2017_Sep_27_0954"
2,3,1,5,"WC","9",1.838,"orange","apple","","2017_Sep_27_0954"
2,3,1,6,"C","9",1.143,"apple","","","2017_Sep_27_0954"
2,3,1,7,"D","10",5.103,"strawberry","","","2017_Sep_27_0954"
2,3,1,8,"Z","3",3.055,"cherry","","","2017_Sep_27_0954"
2,3,1,9,"X","9",1.527,"mango","","","2017_Sep_27_0954"
2,3,1,10,"Y","3",1.503,"peach","","","2017_Sep_27_0954"
2,3,1,11,"F","6",1.303,"plum","","","2017_Sep_27_0954"
2,3,1,12,"A","10",1.436,"banana","","","2017_Sep_27_0954"
2,3,2,13,"C","2",1.66,"apple","","","2017_Sep_27_0954"
2,3,2,14,"W","10",1.243,"orange","","","2017_Sep_27_0954"
2,3,2,15,"Y","8",2.31,"peach","","","2017_Sep_27_0954"
2,3,2,16,"A","10",1.137,"banana","","","2017_Sep_27_0954"
2,3,2,17,"F","7",1.876,"plum","","","2017_Sep_27_0954"
2,3,2,18,"B","9",1.477,"kiwi","","","2017_Sep_27_0954"
2,3,2,19,"XF","10",1.57,"mango","plum","","2017_Sep_27_0954"
2,3,2,20,"WC","10",1.203,"orange","apple","","2017_Sep_27_0954"
2,3,2,21,"X","9",1.272,"mango","","","2017_Sep_27_0954"
2,3,2,22,"Z","5",1.637,"cherry","","","2017_Sep_27_0954"
2,3,2,23,"D","9",1.538,"strawberry","","","2017_Sep_27_0954"
2,3,2,24,"E","9",2.67,"pear","","","2017_Sep_27_0954"
3,3,1,1,"XF","7",11.303,"plum","peach","","2017_Sep_27_1108"
3,3,1,2,"Z","0",2.936,"strawberry","","","2017_Sep_27_1108"
3,3,1,3,"Y","0",2.737,"kiwi","","","2017_Sep_27_1108"
3,3,1,4,"F","1",1.453,"peach","","","2017_Sep_27_1108"
3,3,1,5,"X","6",1.986,"plum","","","2017_Sep_27_1108"
3,3,1,6,"W","7",1.47,"mango","","","2017_Sep_27_1108"
3,3,1,7,"E","8",1.153,"banana","","","2017_Sep_27_1108"
3,3,1,8,"C","3",1.253,"pear","","","2017_Sep_27_1108"
3,3,1,9,"B","7",4.437,"orange","","","2017_Sep_27_1108"
3,3,1,10,"WC","5",3.137,"mango","pear","","2017_Sep_27_1108"
3,3,1,11,"D","10",1.72,"cherry","","","2017_Sep_27_1108"
3,3,1,12,"A","10",2.253,"apple","","","2017_Sep_27_1108"
3,3,2,13,"C","2",3.603,"pear","","","2017_Sep_27_1108"
3,3,2,14,"XF","6",3.653,"plum","peach","","2017_Sep_27_1108"
3,3,2,15,"A","10",2.653,"apple","","","2017_Sep_27_1108"
3,3,2,16,"F","3",1.42,"peach","","","2017_Sep_27_1108"
3,3,2,17,"W","4",2.486,"mango","","","2017_Sep_27_1108"
3,3,2,18,"X","8",2.636,"plum","","","2017_Sep_27_1108"
3,3,2,19,"E","9",0.986,"banana","","","2017_Sep_27_1108"
3,3,2,20,"WC","1",2.27,"mango","pear","","2017_Sep_27_1108"
3,3,2,21,"Y","1",1.37,"kiwi","","","2017_Sep_27_1108"
3,3,2,22,"B","8",1.687,"orange","","","2017_Sep_27_1108"
3,3,2,23,"D","10",1.036,"cherry","","","2017_Sep_27_1108"
3,3,2,24,"Z","0",1.336,"strawberry","","","2017_Sep_27_1108"
4,3,1,1,"C","4",4.753,"apple","","","2017_Sep_27_1406"
4,3,1,2,"F","4",4.459,"peach","","","2017_Sep_27_1406"
4,3,1,3,"E","8",2.405,"orange","","","2017_Sep_27_1406"
4,3,1,4,"XF","7",3.505,"plum","peach","","2017_Sep_27_1406"
4,3,1,5,"Y","7",2.01,"banana","","","2017_Sep_27_1406"
4,3,1,6,"D","10",1.543,"kiwi","","","2017_Sep_27_1406"
4,3,1,7,"X","10",0.87,"plum","","","2017_Sep_27_1406"
4,3,1,8,"W","7",2.005,"mango","","","2017_Sep_27_1406"
4,3,1,9,"B","8",2.093,"cherry","","","2017_Sep_27_1406"
4,3,1,10,"Z","3",5.843,"strawberry","","","2017_Sep_27_1406"
4,3,1,11,"A","7",1.776,"pear","","","2017_Sep_27_1406"
4,3,1,12,"WC","5",2.302,"mango","apple","","2017_Sep_27_1406"
4,3,2,13,"B","7",1.51,"cherry","","","2017_Sep_27_1406"
4,3,2,14,"WC","2",4.036,"mango","apple","","2017_Sep_27_1406"
4,3,2,15,"A","7",1.32,"pear","","","2017_Sep_27_1406"
4,3,2,16,"Y","5",3.087,"banana","","","2017_Sep_27_1406"
4,3,2,17,"E","7",1.27,"orange","","","2017_Sep_27_1406"
4,3,2,18,"XF","10",3.843,"plum","peach","","2017_Sep_27_1406"
4,3,2,19,"C","5",2.61,"apple","","","2017_Sep_27_1406"
4,3,2,20,"Z","5",2.138,"strawberry","","","2017_Sep_27_1406"
4,3,2,21,"W","0",2.643,"mango","","","2017_Sep_27_1406"
4,3,2,22,"D","6",1.606,"kiwi","","","2017_Sep_27_1406"
4,3,2,23,"F","7",2.07,"peach","","","2017_Sep_27_1406"
4,3,2,24,"X","10",2.604,"plum","","","2017_Sep_27_1406"
5,3,1,1,"D","10",5.902,"cherry","","","2017_Sep_28_0834"
5,3,1,2,"A","10",3.703,"kiwi","","","2017_Sep_28_0834"
5,3,1,3,"WC","2",9.336,"plum","orange","","2017_Sep_28_0834"
5,3,1,4,"C","3",6.403,"orange","","","2017_Sep_28_0834"
5,3,1,5,"X","6",3.07,"pear","","","2017_Sep_28_0834"
5,3,1,6,"W","0",3.437,"plum","","","2017_Sep_28_0834"
5,3,1,7,"B","8",2.31,"strawberry","","","2017_Sep_28_0834"
5,3,1,8,"Z","0",3.441,"apple","","","2017_Sep_28_0834"
5,3,1,9,"XF","3",6.843,"pear","mango","","2017_Sep_28_0834"
5,3,1,10,"E","7",4.737,"banana","","","2017_Sep_28_0834"
5,3,1,11,"F","1",3.259,"mango","","","2017_Sep_28_0834"
5,3,1,12,"Y","0",6.372,"peach","","","2017_Sep_28_0834"
5,3,2,13,"C","6",3.17,"orange","","","2017_Sep_28_0834"
5,3,2,14,"B","9",4.276,"strawberry","","","2017_Sep_28_0834"
5,3,2,15,"Y","2",4.37,"peach","","","2017_Sep_28_0834"
5,3,2,16,"WC","4",5.11,"plum","orange","","2017_Sep_28_0834"
5,3,2,17,"W","1",4.47,"plum","","","2017_Sep_28_0834"
5,3,2,18,"Z","0",4.772,"apple","","","2017_Sep_28_0834"
5,3,2,19,"F","0",3.739,"mango","","","2017_Sep_28_0834"
5,3,2,20,"XF","3",3.236,"pear","mango","","2017_Sep_28_0834"
5,3,2,21,"A","9",3.11,"kiwi","","","2017_Sep_28_0834"
5,3,2,22,"E","9",5.57,"banana","","","2017_Sep_28_0834"
5,3,2,23,"D","10",1.537,"cherry","","","2017_Sep_28_0834"
5,3,2,24,"X","7",7.692,"pear","","","2017_Sep_28_0834"
6,3,1,1,"Y","5",18.637,"mango","","","2017_Sep_28_0949"
6,3,1,2,"Z","0",2.387,"orange","","","2017_Sep_28_0949"
6,3,1,3,"B","5",4.087,"cherry","","","2017_Sep_28_0949"
6,3,1,4,"E","10",3.337,"kiwi","","","2017_Sep_28_0949"
6,3,1,5,"W","0",1.57,"banana","","","2017_Sep_28_0949"
6,3,1,6,"C","0",4.587,"peach","","","2017_Sep_28_0949"
6,3,1,7,"F","0",1.186,"pear","","","2017_Sep_28_0949"
6,3,1,8,"A","10",1.753,"apple","","","2017_Sep_28_0949"
6,3,1,9,"WC","0",4.903,"banana","peach","","2017_Sep_28_0949"
6,3,1,10,"D","10",2.203,"plum","","","2017_Sep_28_0949"
6,3,1,11,"XF","0",3.737,"strawberry","pear","","2017_Sep_28_0949"
6,3,1,12,"X","0",2.67,"strawberry","","","2017_Sep_28_0949"
6,3,2,13,"Y","5",3.537,"mango","","","2017_Sep_28_0949"
6,3,2,14,"W","0",1.703,"banana","","","2017_Sep_28_0949"
6,3,2,15,"X","0",2.137,"strawberry","","","2017_Sep_28_0949"
6,3,2,16,"Z","0",0.92,"orange","","","2017_Sep_28_0949"
6,3,2,17,"D","10",1.887,"plum","","","2017_Sep_28_0949"
6,3,2,18,"F","0",1.937,"pear","","","2017_Sep_28_0949"
6,3,2,19,"WC","0",6.753,"banana","peach","","2017_Sep_28_0949"
6,3,2,20,"XF","0",1.57,"strawberry","pear","","2017_Sep_28_0949"
6,3,2,21,"C","0",2.186,"peach","","","2017_Sep_28_0949"
6,3,2,22,"B","10",3.403,"cherry","","","2017_Sep_28_0949"
6,3,2,23,"E","10",1.086,"kiwi","","","2017_Sep_28_0949"
6,3,2,24,"A","10",0.753,"apple","","","2017_Sep_28_0949"
7,3,1,1,"E","10",15.436,"pear","","","2017_Sep_28_0851"
7,3,1,2,"B","9",7.753,"kiwi","","","2017_Sep_28_0851"
7,3,1,3,"W","9",1.037,"strawberry","","","2017_Sep_28_0851"
7,3,1,4,"Z","0",2.536,"plum","","","2017_Sep_28_0851"
7,3,1,5,"C","0",0.87,"orange","","","2017_Sep_28_0851"
7,3,1,6,"D","10",2.538,"peach","","","2017_Sep_28_0851"
7,3,1,7,"A","10",1.855,"cherry","","","2017_Sep_28_0851"
7,3,1,8,"XF","5",3.138,"banana","apple","","2017_Sep_28_0851"
7,3,1,9,"X","10",4.67,"banana","","","2017_Sep_28_0851"
7,3,1,10,"Y","0",1.486,"mango","","","2017_Sep_28_0851"
7,3,1,11,"WC","5",1.837,"strawberry","orange","","2017_Sep_28_0851"
7,3,1,12,"F","0",1.903,"apple","","","2017_Sep_28_0851"
7,3,2,13,"X","10",2.336,"banana","","","2017_Sep_28_0851"
7,3,2,14,"F","0",1.702,"apple","","","2017_Sep_28_0851"
7,3,2,15,"A","10",1.338,"cherry","","","2017_Sep_28_0851"
7,3,2,16,"Z","0",3.186,"plum","","","2017_Sep_28_0851"
7,3,2,17,"B","10",2.02,"kiwi","","","2017_Sep_28_0851"
7,3,2,18,"C","0",1.153,"orange","","","2017_Sep_28_0851"
7,3,2,19,"WC","5",3.738,"strawberry","orange","","2017_Sep_28_0851"
7,3,2,20,"W","10",1.703,"strawberry","","","2017_Sep_28_0851"
7,3,2,21,"D","10",0.837,"peach","","","2017_Sep_28_0851"
7,3,2,22,"Y","0",1.622,"mango","","","2017_Sep_28_0851"
7,3,2,23,"E","10",2.77,"pear","","","2017_Sep_28_0851"
7,3,2,24,"XF","5",1.44,"banana","apple","","2017_Sep_28_0851"
8,3,1,1,"Z","0",12.537,"orange","","","2017_Sep_28_1002"
8,3,1,2,"Y","0",3.353,"mango","","","2017_Sep_28_1002"
8,3,1,3,"W","0",3.52,"strawberry","","","2017_Sep_28_1002"
8,3,1,4,"WC","0",4.97,"strawberry","apple","","2017_Sep_28_1002"
8,3,1,5,"E","10",2.386,"banana","","","2017_Sep_28_1002"
8,3,1,6,"X","10",18.104,"pear","","","2017_Sep_28_1002"
8,3,1,7,"D","10",3.903,"peach","","","2017_Sep_28_1002"
8,3,1,8,"XF","0",6.77,"pear","cherry","","2017_Sep_28_1002"
8,3,1,9,"B","10",2.053,"kiwi","","","2017_Sep_28_1002"
8,3,1,10,"C","0",1.937,"apple","","","2017_Sep_28_1002"
8,3,1,11,"A","10",1.136,"plum","","","2017_Sep_28_1002"
8,3,1,12,"F","0",1.17,"cherry","","","2017_Sep_28_1002"
8,3,2,13,"Y","0",1.52,"mango","","","2017_Sep_28_1002"
8,3,2,14,"B","10",2.62,"kiwi","","","2017_Sep_28_1002"
8,3,2,15,"C","0",1.353,"apple","","","2017_Sep_28_1002"
8,3,2,16,"Z","0",2.22,"orange","","","2017_Sep_28_1002"
8,3,2,17,"D","10",2.153,"peach","","","2017_Sep_28_1002"
8,3,2,18,"W","0",2.47,"strawberry","","","2017_Sep_28_1002"
8,3,2,19,"A","10",2.903,"plum","","","2017_Sep_28_1002"
8,3,2,20,"XF","10",4.553,"pear","cherry","","2017_Sep_28_1002"
8,3,2,21,"WC","0",2.286,"strawberry","apple","","2017_Sep_28_1002"
8,3,2,22,"F","0",0.753,"cherry","","","2017_Sep_28_1002"
8,3,2,23,"E","10",2.086,"banana","","","2017_Sep_28_1002"
8,3,2,24,"X","10",1.703,"pear","","","2017_Sep_28_1002"
9,3,1,1,"F","0",17.303,"peach","","","2017_Sep_28_0907"
9,3,1,2,"D","10",4.259,"banana","","","2017_Sep_28_0907"
9,3,1,3,"B","8",11.836,"mango","","","2017_Sep_28_0907"
9,3,1,4,"C","0",3.787,"strawberry","","","2017_Sep_28_0907"
9,3,1,5,"E","9",6.771,"apple","","","2017_Sep_28_0907"
9,3,1,6,"Y","0",4.255,"kiwi","","","2017_Sep_28_0907"
9,3,1,7,"A","10",2.338,"cherry","","","2017_Sep_28_0907"
9,3,1,8,"X","7",5.905,"pear","","","2017_Sep_28_0907"
9,3,1,9,"W","6",8.769,"plum","","","2017_Sep_28_0907"
9,3,1,10,"WC","6",6.07,"plum","strawberry","","2017_Sep_28_0907"
9,3,1,11,"Z","0",2.47,"orange","","","2017_Sep_28_0907"
9,3,1,12,"XF","8",2.603,"pear","peach","","2017_Sep_28_0907"
9,3,2,13,"Z","0",5.739,"orange","","","2017_Sep_28_0907"
9,3,2,14,"A","10",2.238,"cherry","","","2017_Sep_28_0907"
9,3,2,15,"XF","7",3.506,"pear","peach","","2017_Sep_28_0907"
9,3,2,16,"B","8",6.271,"mango","","","2017_Sep_28_0907"
9,3,2,17,"E","8",2.625,"apple","","","2017_Sep_28_0907"
9,3,2,18,"C","0",2.271,"strawberry","","","2017_Sep_28_0907"
9,3,2,19,"Y","0",1.286,"kiwi","","","2017_Sep_28_0907"
9,3,2,20,"WC","8",8.435,"plum","strawberry","","2017_Sep_28_0907"
9,3,2,21,"F","0",6.003,"peach","","","2017_Sep_28_0907"
9,3,2,22,"D","10",1.27,"banana","","","2017_Sep_28_0907"
9,3,2,23,"W","8",4.204,"plum","","","2017_Sep_28_0907"
9,3,2,24,"X","7",2.443,"pear","","","2017_Sep_28_0907"
10,3,1,1,"X","2",12.32,"cherry","","","2017_Sep_28_1021"
10,3,1,2,"C","7",11.904,"apple","","","2017_Sep_28_1021"
10,3,1,3,"WC","6",8.67,"banana","apple","","2017_Sep_28_1021"
10,3,1,4,"XF","1",3.17,"cherry","plum","","2017_Sep_28_1021"
10,3,1,5,"Z","0",6.287,"strawberry","","","2017_Sep_28_1021"
10,3,1,6,"D","9",2.203,"pear","","","2017_Sep_28_1021"
10,3,1,7,"B","8",2.103,"mango","","","2017_Sep_28_1021"
10,3,1,8,"A","9",4.036,"peach","","","2017_Sep_28_1021"
10,3,1,9,"E","9",1.17,"orange","","","2017_Sep_28_1021"
10,3,1,10,"W","9",0.937,"banana","","","2017_Sep_28_1021"
10,3,1,11,"Y","1",1.719,"kiwi","","","2017_Sep_28_1021"
10,3,1,12,"F","1",1.036,"plum","","","2017_Sep_28_1021"
10,3,2,13,"W","8",3.27,"banana","","","2017_Sep_28_1021"
10,3,2,14,"C","4",4.387,"apple","","","2017_Sep_28_1021"
10,3,2,15,"D","8",3.07,"pear","","","2017_Sep_28_1021"
10,3,2,16,"A","8",1.937,"peach","","","2017_Sep_28_1021"
10,3,2,17,"Z","2",5.103,"strawberry","","","2017_Sep_28_1021"
10,3,2,18,"WC","8",10.12,"banana","apple","","2017_Sep_28_1021"
10,3,2,19,"Y","1",1.836,"kiwi","","","2017_Sep_28_1021"
10,3,2,20,"F","1",0.753,"plum","","","2017_Sep_28_1021"
10,3,2,21,"B","8",2.453,"mango","","","2017_Sep_28_1021"
10,3,2,22,"XF","1",2.17,"cherry","plum","","2017_Sep_28_1021"
10,3,2,23,"E","8",1.353,"orange","","","2017_Sep_28_1021"
10,3,2,24,"X","1",4.32,"cherry","","","2017_Sep_28_1021"
11,3,1,1,"E","10",5.659,"orange","","","2017_Sep_28_0913"
11,3,1,2,"W","0",3.803,"mango","","","2017_Sep_28_0913"
11,3,1,3,"Z","0",0.906,"banana","","","2017_Sep_28_0913"
11,3,1,4,"B","10",1.902,"strawberry","","","2017_Sep_28_0913"
11,3,1,5,"Y","0",2.553,"peach","","","2017_Sep_28_0913"
11,3,1,6,"A","10",1.31,"cherry","","","2017_Sep_28_0913"
11,3,1,7,"C","0",3.719,"apple","","","2017_Sep_28_0913"
11,3,1,8,"F","0",1.253,"plum","","","2017_Sep_28_0913"
11,3,1,9,"D","10",1.487,"kiwi","","","2017_Sep_28_0913"
11,3,1,10,"WC","0",3.442,"mango","apple","","2017_Sep_28_0913"
11,3,1,11,"XF","5",8.009,"pear","plum","","2017_Sep_28_0913"
11,3,1,12,"X","10",2.472,"pear","","","2017_Sep_28_0913"
11,3,2,13,"Y","0",2.236,"peach","","","2017_Sep_28_0913"
11,3,2,14,"D","10",1.371,"kiwi","","","2017_Sep_28_0913"
11,3,2,15,"C","0",2.06,"apple","","","2017_Sep_28_0913"
11,3,2,16,"F","0",1.01,"plum","","","2017_Sep_28_0913"
11,3,2,17,"X","10",1.256,"pear","","","2017_Sep_28_0913"
11,3,2,18,"A","10",0.838,"cherry","","","2017_Sep_28_0913"
11,3,2,19,"B","10",0.737,"strawberry","","","2017_Sep_28_0913"
11,3,2,20,"XF","5",2.608,"pear","plum","","2017_Sep_28_0913"
11,3,2,21,"Z","0",2.609,"banana","","","2017_Sep_28_0913"
11,3,2,22,"E","10",2.336,"orange","","","2017_Sep_28_0913"
11,3,2,23,"W","0",1.469,"mango","","","2017_Sep_28_0913"
11,3,2,24,"WC","0",1.373,"mango","apple","","2017_Sep_28_0913"
12,3,1,1,"F","0",7.341,"kiwi","","","2017_Sep_28_0956"
12,3,1,2,"WC","10",5.571,"pear","apple","","2017_Sep_28_0956"
12,3,1,3,"Z","0",2.443,"banana","","","2017_Sep_28_0956"
12,3,1,4,"Y","0",2.17,"mango","","","2017_Sep_28_0956"
12,3,1,5,"E","10",1.559,"strawberry","","","2017_Sep_28_0956"
12,3,1,6,"A","10",1.104,"peach","","","2017_Sep_28_0956"
12,3,1,7,"XF","5",3.071,"cherry","kiwi","","2017_Sep_28_0956"
12,3,1,8,"D","10",1.272,"orange","","","2017_Sep_28_0956"
12,3,1,9,"X","10",1.203,"cherry","","","2017_Sep_28_0956"
12,3,1,10,"B","10",3.47,"plum","","","2017_Sep_28_0956"
12,3,1,11,"C","0",3.938,"apple","","","2017_Sep_28_0956"
12,3,1,12,"W","10",1.805,"pear","","","2017_Sep_28_0956"
12,3,2,13,"E","10",3.537,"strawberry","","","2017_Sep_28_0956"
12,3,2,14,"D","10",1.203,"orange","","","2017_Sep_28_0956"
12,3,2,15,"Z","0",2.455,"banana","","","2017_Sep_28_0956"
12,3,2,16,"WC","5",2.937,"pear","apple","","2017_Sep_28_0956"
12,3,2,17,"X","10",1.77,"cherry","","","2017_Sep_28_0956"
12,3,2,18,"XF","5",1.803,"cherry","kiwi","","2017_Sep_28_0956"
12,3,2,19,"W","10",1.719,"pear","","","2017_Sep_28_0956"
12,3,2,20,"Y","0",1.703,"mango","","","2017_Sep_28_0956"
12,3,2,21,"A","10",1.67,"peach","","","2017_Sep_28_0956"
12,3,2,22,"F","0",1.587,"kiwi","","","2017_Sep_28_0956"
12,3,2,23,"B","10",1.47,"plum","","","2017_Sep_28_0956"
12,3,2,24,"C","0",4.303,"apple","","","2017_Sep_28_0956"
13,3,1,1,"B","10",5.636,"strawberry","","","2017_Sep_28_1034"
13,3,1,2,"X","5",3.669,"plum","","","2017_Sep_28_1034"
13,3,1,3,"A","10",1.793,"kiwi","","","2017_Sep_28_1034"
13,3,1,4,"WC","5",8.005,"mango","orange","","2017_Sep_28_1034"
13,3,1,5,"XF","5",1.606,"plum","cherry","","2017_Sep_28_1034"
13,3,1,6,"Z","0",2.205,"peach","","","2017_Sep_28_1034"
13,3,1,7,"C","5",2.655,"orange","","","2017_Sep_28_1034"
13,3,1,8,"E","10",1.51,"banana","","","2017_Sep_28_1034"
13,3,1,9,"Y","0",1.909,"apple","","","2017_Sep_28_1034"
13,3,1,10,"D","10",1.336,"pear","","","2017_Sep_28_1034"
13,3,1,11,"F","0",1.772,"cherry","","","2017_Sep_28_1034"
13,3,1,12,"W","0",0.97,"mango","","","2017_Sep_28_1034"
13,3,2,13,"Z","0",0.943,"peach","","","2017_Sep_28_1034"
13,3,2,14,"W","0",1.137,"mango","","","2017_Sep_28_1034"
13,3,2,15,"E","10",1.971,"banana","","","2017_Sep_28_1034"
13,3,2,16,"X","5",2.97,"plum","","","2017_Sep_28_1034"
13,3,2,17,"WC","5",2.837,"mango","orange","","2017_Sep_28_1034"
13,3,2,18,"C","5",1.471,"orange","","","2017_Sep_28_1034"
13,3,2,19,"F","0",1.637,"cherry","","","2017_Sep_28_1034"
13,3,2,20,"XF","5",1.603,"plum","cherry","","2017_Sep_28_1034"
13,3,2,21,"A","10",1.953,"kiwi","","","2017_Sep_28_1034"
13,3,2,22,"D","10",1.054,"pear","","","2017_Sep_28_1034"
13,3,2,23,"B","10",0.876,"strawberry","","","2017_Sep_28_1034"
13,3,2,24,"Y","0",1.76,"apple","","","2017_Sep_28_1034"
14,3,1,1,"B","10",12.459,"peach","","","2017_Sep_28_1137"
14,3,1,2,"E","10",4.47,"plum","","","2017_Sep_28_1137"
14,3,1,3,"WC","5",3.303,"banana","apple","","2017_Sep_28_1137"
14,3,1,4,"XF","10",4.036,"kiwi","pear","","2017_Sep_28_1137"
14,3,1,5,"X","10",1.788,"kiwi","","","2017_Sep_28_1137"
14,3,1,6,"F","10",5.038,"pear","","","2017_Sep_28_1137"
14,3,1,7,"D","10",1.103,"orange","","","2017_Sep_28_1137"
14,3,1,8,"Y","5",3.976,"cherry","","","2017_Sep_28_1137"
14,3,1,9,"Z","10",6.038,"strawberry","","","2017_Sep_28_1137"
